,South Africa,Algeria,Libya,Morocco,Western Sahara,Sudan,Tunisia,Egypt,North Africa nes,Cameroon,Central Afr Rep,Chad,Congo,Gabon,Ceuca nes,Angola,Br Ind Oc Tr,Burundi,Comoros,Congo Dem Rep,Benin,Eq Guinea,Ethiopia,Fr So Ant Tr,Djibouti,Gambia,Ghana,Guinea,Cote D'Ivoire,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mauritius,Mozambique,Niger,Nigeria,Guinea-Bissau,Reunion,Rwanda,St Helena,Senegal,Seychelles,Sierra Leone,Somalia,Zimbabwe,Togo,Uganda,Tanzania,Burkina Faso,Zambia,Other Africa nes,Canada,USA,Bermuda,Greenland,St Pierre Miqu,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Mexico,Paraguay,Peru,Uruguay,Venezuela,Laia nes,Costa Rica,El Salvador,Guatemala,Honduras,Nicaragua,Cacm nes,Bahamas,Barbados,Cayman islds,Cuba,Dominican Rp,Guadeloupe,Haiti,Jamaica,Neth Antilles,St Kitts Nev,Trinidad Tbg,Turks Caicos Isl,Caribbean nes,Belize,Falkland Isl,French Guiana,Guyana,Panama,Suriname,Rest America nes,Israel,Japan,Bahrain,Cyprus,Iran,Iraq,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Fm Dem Yemen,Syrn Arab Rp,Untd Arab Em,Turkey,Fm Yemen,Yemen,Middle East nes,Afghanistan,Bangladesh,Bhutan,Brunei,Myanmar,Cambodia,Sri Lanka,Hong kong,India,Indonesia,Korea Rp,Laos P Dem R,Malaysia,Maldives,Nepal,Pakistan,Philippines,Singapore,Thailand,Taiwan,China,Korea D P Rp,Mongolia,Vietnam,Asia cpe nes,Belgium-Lux,Denmark,France,Germany,Greece,Ireland,Italy,Netherlands,Portugal,Spain,UK,EEC nes,Austria,Finland,Iceland,Norway,Sweden,Switzerland,EFTA nes,Gibraltar,Malta,Other Eur nes,Albania,Bulgaria,Fm Czechoslovak,Fm German Dm Rp,Hungary,Poland,Romania,Fm Eur cpe nes,Fm Yugoslavia,Fm USSR,Australia,New Zealand,Solomon Islds,Fiji,Kiribati,New Caledonia,Papua N Guinea,Oth Oceania nes,Areas nes,Unknown partner
      Spain,38.842105,186.210526,,269.947368,,,25.894737,108.157895,,2.105263,0.736842,0.894737,26.105263,0.631579,,71.736842,,,,9,1.578947,5.736842,0.263158,,,,0.473684,3.789474,22.421053,19.789474,0.473684,,,8.157895,72.368421,0.789474,,10.894737,7.368421,2.421053,2.105263,,,316.842105,,0.368421,,0.368421,8.473684,0.736842,,0.315789,,,217.894737,3677.473684,,,,2226.789474,33.263158,741.421053,1109.736842,1226.894737,395.052632,1080.263158,13.421053,480.368421,38.684211,401.052632,,115.631579,5.736842,26.684211,7.789474,7.105263,,1.105263,,,149.578947,46.368421,0.526316,,,3.684211,,1.210526,,,,,,0.368421,27.894737,,,542.842105,1544.631579,3.263158,43.368421,5.315789,0.736842,6.631579,8.526316,29.526316,2.368421,12.157895,72.263158,,3.684211,55.315789,465.842105,,,,,,,,,,1.473684,84.105263,9.157895,183.368421,192.315789,,36.526316,,,15.105263,4.526316,105.684211,30.789474,111.894737,29.263158,10.947368,,,,1664.684211,847.631579,12927.26316,8946.842105,628.842105,5264.473684,5019.894737,3108.684211,12838.1579,,6018.894737,,1111.368421,326.631579,29.526316,295.842105,642.789474,2060.157895,,39.894737,19.210526,,,78.052632,305.684211,56.578947,88.894737,328.631579,15.473684,,51.210526,205,292.263158,17.947368,,,,,,,17.789474,
      UK,13803.68421,390.315789,1075.052632,260.842105,,84.578947,276.421053,1167.684211,,55.842105,4.368421,0.473684,40.263158,61.894737,,102.894737,6.842105,17.684211,35.947368,21.842105,1.631579,,92.473684,,3,35.052632,462.947368,5.368421,102.421053,767.368421,27.368421,10.105263,154.368421,58.421053,14.421053,233.736842,43.526316,47.631579,1941.631579,8.157895,25,16.263158,19.315789,77.736842,102.894737,91,33.473684,542.421053,42.631579,138.157895,140,7,341.526316,,11362.21053,100258.2105,78.526316,116.526316,0.736842,1394.105263,46.631579,2147.578947,912.421053,436.210526,85.578947,2222.789474,41.263158,154.052632,85.631579,379,,21.789474,15.947368,39.789474,15.263158,10.315789,,92.105263,120.105263,14.842105,54.157895,6.157895,91.210526,8.526316,138.105263,18,194.105263,246.421053,0.526316,,17.578947,114.368421,29.684211,8.842105,27.789474,12.578947,,8510.894737,40939.42105,699.157895,1672.842105,869.578947,325.052632,862,1268.947368,380.052632,722.315789,390.578947,3543.842105,,147.315789,3294.315789,3611.947368,,123.894737,,24.631579,39.684211,1.894737,83.052632,74.789474,4,243.157895,7359.526316,4190.210526,307.526316,8300.842105,10.315789,2093.157895,66,12.789474,144.947368,137.789474,7654.473684,901.526316,3202.736842,961.684211,550.210526,2.631579,20.578947,,33598.52632,22753.52632,115566.6316,204472.1579,12613.84211,76848.05263,80569.42105,93863.63158,10005.31579,38931.84211,,,15764.21053,15843.52632,2414.052632,21137.68421,39914.94737,28803.68421,,470.315789,1996.894737,,16.368421,550.842105,3775.421053,85.473684,3237.052632,4052.105263,343.473684,,3158.842105,3828.263158,22231.31579,4391.157895,4.210526,87.631579,19,18.736842,28.368421,,34.157895,
      EEC nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Austria,553.578947,10.368421,3.263158,9.315789,,0.894737,22.894737,25.473684,,9.684211,,,,,,0.315789,,,,,,,4.052632,,,,1.473684,,0.473684,2.947368,17.315789,0.315789,,,1.105263,0.631579,1,1.157895,7.473684,0.631579,1,,,0.842105,,,2.421053,8.736842,,0.263158,2.526316,1,0.684211,,669.736842,7746.210526,,,,55.947368,,129.894737,58,17.947368,3.315789,279.368421,0.631579,3.631579,7.631579,21.526316,,0.631579,,5.368421,,,,,0.894737,0.315789,5.526316,1.263158,1,,,3.578947,,0.736842,,,,,,,,,,184.842105,4577.473684,3.947368,33.421053,79.157895,12.736842,1.842105,27.842105,6.473684,2.210526,0.578947,240.684211,,12.947368,151.526316,556.947368,,,,,,,3,,0.631579,0.315789,378.526316,105.105263,124.157895,641.684211,,50.789474,,,15,3.684211,203.157895,37.736842,272.684211,51,13.368421,0.684211,3.631579,,4900.263158,2354.157895,36582.89474,81636.73684,724.315789,2738.631579,14365.10526,50282.10526,565.631579,5741.052632,47887.63158,,,2698.947368,306.105263,1956,4699.052632,12924.36842,,0.263158,47.578947,,9.631579,179.052632,3442.368421,101.210526,1987.526316,1805.526316,286.578947,,2868.789474,1321.263158,4791.631579,821.105263,,,,,0.263158,,,
      Finland,81,,,0.789474,,,3.947368,0.368421,,,,,,,,,,,,,,,0.263158,,,0.526316,,,,0.842105,,,,,,,0.263158,,,,,,,,,0.263158,,3.210526,,,3.105263,,5.052632,,78.052632,792.157895,,,,26.947368,,5.684211,6.157895,0.263158,,76.210526,,,,0.263158,,,,,,,,0.315789,,,,,,,,0.473684,,,,,,,,,,,,44.894737,135.315789,0.842105,1.789474,10.631579,1.210526,2.947368,9.526316,13.947368,,,4.263158,,,11.526316,17.684211,,,,,,,,,,1.947368,68.368421,653.473684,1.368421,36,1.105263,26.052632,,,16.578947,41,206.052632,194.157895,58.684211,198.578947,,,5.631579,,184,863.631579,1586.842105,3083.526316,29.210526,627.631579,1326.789474,907.736842,59.684211,588.263158,2413.157895,,349.263158,,12,901.105263,3842.210526,712.210526,,0.842105,4.421053,,,20.263158,1276.842105,,105.684211,476.842105,3.368421,,27.526316,4037.421053,384.368421,23.157895,,,,,,,,
      Iceland,1.052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.052632,16.421053,,,,6.578947,,1,0.578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.631579,,,,,,,,,0.315789,,,,,,,,,,,,,,,,0.947368,,,,,,,,,,,,,,,,,,1.894737,6.842105,1.789474,0.894737,,,0.315789,0.789474,,0.842105,5.947368,,,1.105263,,12.052632,1.421053,1,,,,,,,,,,,,,,0.736842,0.789474,0.473684,,,,,,,,
      Norway,30.894737,0.315789,,1.947368,,,2.894737,7.315789,,0.526316,,,,,,0.263158,,3.315789,,0.263158,1.421053,,5.736842,,,,2.578947,1.526316,1.368421,1.526316,3.684211,2,,,,,5.315789,,2.842105,,,,,,,,,79,,0.368421,11.473684,,1.842105,,148.052632,900.052632,,1.368421,,15.789474,,83.210526,2.157895,8.210526,0.368421,57.105263,,1.842105,,69.842105,,1.263158,,,,0.315789,,,,,1.526316,,,,,,,1.736842,,,,,,,21.947368,,,17.052632,332.157895,1.105263,4,35.105263,,0.894737,2.526316,2,0.315789,0.789474,9.894737,,,23.736842,27.421053,,,,,2.157895,,0.368421,,,,66.368421,85.473684,44.473684,211.526316,,22.052632,,,1.789474,6.842105,71.473684,115.894737,177.473684,21.052632,11.789474,,,,222.157895,3178.157895,684.631579,1944.421053,96.263158,1063.210526,343.631579,1924.736842,86.473684,318,1745.736842,,102.736842,755.789474,123.473684,,7596.578947,211,,,0.526316,,,9.631579,55.631579,4.105263,121.105263,119.052632,2.105263,,44.842105,261.947368,106.210526,11.105263,,1.157895,,3.421053,,,,
      Sweden,770.684211,4,14.421053,25.894737,,,23.368421,1.473684,,,,,,,,2.789474,,1.894737,,,,,9.894737,,,10.473684,0.526316,6,,4.421053,,,,0.631579,0.315789,2.210526,8.105263,,10.473684,1.210526,,1.157895,,,,0.473684,,12.894737,,2.526316,15.526316,,11.052632,,426.526316,2753.315789,1.210526,11.421053,0.315789,241.736842,,61.210526,461.631579,131.526316,16.578947,202.894737,,2.368421,2.789474,90.789474,,3.526316,,,,0.894737,,,,,,,0.421053,,,,0.894737,0.473684,,,,,,,0.526316,,,155.789474,1857.736842,12.052632,20.368421,114.052632,1.052632,2.578947,31.736842,4.315789,45.894737,0.263158,58.684211,,1.052632,39.684211,156.578947,,,,,,,,,,18.578947,204,1024.526316,362.631579,1386.210526,3.894737,202.421053,,,1.368421,6.157895,212.421053,188.210526,562.315789,1414.157895,0.421053,0.368421,3.315789,,1055.263158,21946.1579,2597.315789,6781.578947,1179.315789,3315.684211,4363.105263,4745.157895,372.315789,624.157895,5741.473684,,615.736842,12754.63158,426.105263,28182.94737,,2440.842105,,13.263158,1,,0.421053,40.315789,89.315789,4.789474,229,178.578947,83.052632,,182.947368,1353.210526,296.894737,110.736842,,1.789474,,,,,,
      Switzerland,864.052632,104.526316,70.631579,248.947368,,0.947368,65.473684,95.842105,,4.526316,0.368421,0.947368,2.526316,8.421053,,3.315789,,6.315789,,5.789474,2.578947,,10.368421,,,,107.789474,2.789474,31.684211,27.947368,,2,1.263158,4.210526,2.894737,31.789474,0.526316,3.789474,57.578947,17.526316,14.157895,5.368421,1.736842,9.894737,2.789474,29.947368,9.684211,9.473684,,,8.684211,2,1.105263,,1225.578947,10154.68421,2.368421,,,83.210526,,159.684211,91.368421,321.421053,5.421053,384.421053,4.473684,22,10,58.842105,,6.105263,,6.736842,,0.842105,,1.263158,1.105263,0.263158,8.789474,4.105263,26.736842,0.526316,,67.263158,3.105263,1.368421,0.894737,,,,1.631579,1.210526,1.789474,0.684211,,3243.473684,5651,28.842105,64,709.684211,28.052632,38.210526,33.842105,17.368421,61.631579,278.368421,270.473684,,17.368421,327.052632,1206.473684,,143.473684,,3.894737,0.578947,6.421053,53.947368,0.947368,0.473684,25.421053,1138.684211,289.052632,21.368421,885.315789,1.368421,337.684211,0.684211,,16.684211,19.578947,468.368421,3328.368421,1856.368421,119.421053,0.263158,2.631579,3.526316,,5477.052632,1597.578947,19677.1579,61343.63158,1311.473684,2468.315789,14321.31579,8090.421053,1575.894737,5496.473684,17967.63158,,10093,1385.052632,85.631579,1180,3826.473684,,,20.789474,61.947368,,8.631579,281,1553.736842,221.947368,546.210526,1001.842105,365.315789,,1248.736842,829.157895,812.315789,116.947368,,0.526316,,2.684211,136.631579,,,
      EFTA nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263158,,,,,,,0.263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.368421,11.789474,0.578947,21.947368,,,8.894737,6.105263,0.947368,9.526316,27.789474,,,,,,0.368421,,,,0.631579,,,,,,,,,,1,,,,,,,,,,,
      Malta,,,19.473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.368421,,,,,,,,,,,,,,,,,,2.157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736842,1.473684,,29.789474,,,,,,,,,,,,1.210526,,,,,,,,,,,,,,,,,,,,,0.684211,,,,,,,,104.210526,0.842105,2.631579,39.157895,,,72.842105,13.473684,160.421053,,51.421053,,0.368421,,,,,,,,,,,0.684211,,,,,,,,,,,,,,,,,0.368421,
      Other Eur nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.894737,,6.368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842105,,,2.736842,,,,0.368421,,0.789474,0.421053,,,,,,,,,,,,,,,,,3.947368,,,,,,,,,,,
      Bulgaria,27.421053,1.578947,0.263158,,,,2.368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105263,,,,,,,,,1.947368,,,,,,,10.684211,136.105263,,,,1.789474,,4.526316,0.578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.947368,11.263158,,2.157895,,,2.736842,,0.526316,,,,,0.315789,0.315789,24.315789,,,,,,,,,,,,2.789474,,0.894737,,,,,,,4.578947,8.631579,,24.473684,,,,,405.684211,53.421053,131,1440.473684,93.263158,9.578947,144.947368,67.052632,7.947368,212.578947,215.052632,,186.894737,3.052632,,17.684211,12.842105,8.736842,,,2.368421,,8.789474,,3718.684211,,1.105263,157.526316,65.684211,,163.157895,602.315789,0.947368,0.315789,,,,,,,7.736842,
      Fm Czechoslovak,5996.315789,6.684211,0.263158,3.263158,,,9.736842,11.684211,,,,,,,,2.368421,,,,,0.421053,,,,,,1.789474,12.947368,,1.052632,,,,,,6.473684,,,0.736842,,,,,3,,1.105263,2.684211,,,,,,,,843.842105,4477.789474,,,,17.894737,,30.315789,9.368421,11.789474,26.105263,293.368421,,4.526316,0.368421,20.684211,,11.947368,,3.578947,1.157895,,,,,0.578947,35.157895,,0.684211,,1.157895,0.368421,,,,,,,,,,,,77.157895,670.421053,2,172.578947,5.210526,,6.052632,3.947368,32.473684,2.052632,,3.421053,,26.578947,35.894737,82.684211,,,,,,,,0.789474,,,364.052632,3,54.736842,272.368421,,563.263158,,,,,256.894737,143.947368,541.789474,36.105263,0.421053,2.842105,20.368421,,501.263158,138.263158,3756.894737,10351.05263,542.736842,325.157895,3087.947368,3017.578947,366.631579,3442.473684,3003.315789,,2177.789474,368.894737,20.105263,548.315789,488.315789,1008.631579,,,87.052632,,40.368421,216.894737,4839,2131.789474,1299.210526,2140.105263,241.526316,,2707.789474,8807.315789,343.526316,106.578947,,,30.789474,,,,1989.368421,
      Fm German Dm Rp,,58.578947,,,,0.631579,,20.421053,,,,,,,,,,,,,,,0.368421,,,,,,0.263158,0.526316,,0.421053,,,,,,,,,0.842105,,,1.473684,,,,,0.578947,,,,,,168.736842,702.631579,,4.052632,,20.105263,0.263158,5.631579,6.210526,16.947368,27.315789,10.421053,,,,,,,,2.473684,9.157895,,,,,,70.157895,,6.947368,,,,,,,,,,,,,,,,666.894737,,16.052632,,,4.947368,5.736842,,,0.473684,1.842105,,7.894737,1.736842,0.526316,,0.421053,,,,,,,,,19.210526,,1.157895,,,5.052632,,,,,50.842105,13.842105,,,,,,,310.736842,353.894737,3715.473684,,251.736842,53.684211,2455.894737,1196.894737,45.368421,960.263158,2055.631579,,286.473684,656.263158,13.578947,735.684211,722.526316,431.210526,,,2,,,,1066.473684,,,1774.315789,,,1350.684211,,273.263158,14.105263,,,,,,,,
      Hungary,40.157895,19.210526,,,,,3.263158,1.052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368421,,,,,0.842105,,2.263158,,,,,,,,,45.842105,970.368421,,,,12.578947,,65.526316,4.421053,0.947368,0.368421,21.421053,,6.052632,0.684211,1.368421,,0.473684,,,,,,,,,,,,,,,,,,,,,,,,,,25.157895,143.052632,,7.315789,3.315789,,0.578947,0.842105,,,,2.105263,,0.842105,12.210526,31.894737,,,,,,,,,,,31.421053,2.947368,0.263158,71.157895,,,,,1.789474,,23.368421,2.631579,9.789474,6.210526,,,2.789474,,187.578947,46.210526,639.684211,6339.052632,88,115.526316,606.421053,311.736842,67.894737,210.578947,494.105263,,440.368421,95.684211,15.578947,104.842105,194.315789,460.842105,,,2.421053,,1.894737,4.578947,667.789474,,,499.578947,164.842105,,410.263158,71.315789,121.210526,44.368421,,,,,,,28.842105,
      Poland,,0.631579,,,,,,0.368421,,,,,,,,,,,,,,,,,,,,2.421053,,,,,,,,,,,2.315789,,,,,,,,,,,,,,,,116.210526,3309.473684,,,,0.631579,,1.684211,,0.578947,0.684211,1.526316,,,,0.684211,,3,,,,,,,,,51.526316,,,,,,,,,,1081.315789,,,,,,,2.842105,235.210526,,10.842105,7.894737,,18.210526,,14.789474,0.421053,,,,,1.736842,34.526316,,0.368421,,,,,,,,,55.631579,2.105263,,3.263158,,45.105263,,,,,9.684211,5.947368,36.368421,133.263158,1.105263,,0.315789,,206.789474,330.473684,1507.473684,3292.473684,28.315789,420.526316,558.210526,658.368421,17.210526,270.894737,646,,118.210526,59.684211,0.368421,17.210526,161.052632,808.157895,,,,,1.157895,60.105263,795.105263,192.526316,297.631579,,147.105263,,263.789474,6966.315789,34.526316,,,,,,,,631.947368,
      Romania,,,,,,,,1.052632,,0.789474,,,,,,,,,,,,,,,,0.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.263158,1416.368421,,,,0.315789,,,,,1.157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.578947,30.315789,,,,,,,0.473684,,,,,0.263158,,0.789474,,,,,,,,,,,3.578947,,,3.157895,,0.263158,,,,0.473684,,,,7.894737,4.631579,,,,15.157895,4.789474,341.052632,404.789474,27.894737,50.368421,243.315789,267.631579,4.947368,75.210526,929,,15.157895,2.631579,0.263158,6.052632,17.526316,12.789474,,,,,12.526316,17.473684,9.105263,,3,54.473684,,,2.052632,104.631579,25.421053,,,,,,,,2.368421,
      Fm Eur cpe nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Fm Yugoslavia,,0.263158,,,,1.578947,,,,,,,,,,,,,,,0.947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.157895,156.105263,,,,0.263158,,,,,,1.052632,,0.473684,,,,,,,,,,,,,,,,,5.421053,,,,,,,,,,,,,3.052632,19.263158,,2.210526,0.473684,5.210526,,,,,,,,1.210526,0.263158,26.842105,,,,,0.315789,,,,,,,0.368421,,0.947368,,,,,,,3,,0.368421,0.578947,,,,,3.105263,3.947368,173.263158,1266.631579,0.789474,43.526316,169.105263,64.526316,1.210526,7.894737,80.210526,,306.473684,0.842105,,2.842105,19.736842,101.947368,,,,,3.052632,145.736842,89.105263,1.526316,495.315789,59.315789,68.315789,,735.210526,643.421053,57.105263,0.894737,,,,,,,,
      Fm USSR,17.052632,5.526316,,2.736842,,,2.842105,14.578947,,0.263158,,,,,,,,,,,,,7.842105,,,,4.052632,,,,,1.631579,,3.473684,,0.263158,,,14.842105,,,,,0.631579,,,,,,,,,,,154.578947,2241.210526,4.157895,,,6.105263,,8.894737,1.947368,,5.368421,5,,,,2.210526,,0.263158,,,,0.736842,,246.789474,,,13.842105,,0.631579,,,,27.526316,,,,2.052632,,,,,,,255.526316,422.736842,,616.578947,16.894737,,10.578947,4.210526,,,,,,64.157895,78.894737,135.157895,,1.894737,,,,,,,,0.789474,73.210526,124.526316,1.842105,55.052632,,7,,,4.578947,,71.368421,77.105263,2.105263,1177.894737,55.263158,2.105263,15.473684,,921.684211,41.947368,880.052632,4229.315789,238.789474,109.736842,581.947368,1136.789474,2.736842,532.894737,560.315789,,146.789474,451.421053,3.684211,22.105263,120.052632,188.315789,,4.631579,1.421053,,1.105263,29,4189.210526,,9.105263,1109.842105,57.789474,,708.473684,3672.631579,27.157895,1.421053,,,,,,,72.526316,
      Australia,323.526316,,,0.842105,0.684211,,,6.578947,,,,,,,,,,,,,,,0.684211,,,,2.684211,,,0.263158,,,,,0.789474,11.105263,,,7.052632,,,,,,0.894737,,,5.105263,,,,,0.947368,,576.789474,5973.736842,,,,187.526316,0.315789,248.526316,56.631579,10.263158,,28.263158,,2.421053,1.157895,0.894737,,1.842105,,,,,,0.263158,0.894737,,,,,,,1.105263,,3.052632,,,,,,,,,,217.789474,1609.789474,0.526316,2.052632,,0.263158,,37.684211,4.263158,2.263158,1.789474,31.157895,,,51.157895,27.684211,,,,,6.052632,,14.105263,,4.947368,62.421053,4750.789474,1117.157895,694.526316,2065.526316,0.263158,1844.736842,,,22,585.052632,6652.263158,1407,1593.789474,164,193.684211,,128.157895,,250.105263,86.368421,417.368421,1282.578947,24.789474,97.894737,215.684211,864.631579,19.631579,77.578947,3286.736842,,94.368421,74.473684,4.421053,86,271.157895,255.052632,,,2.105263,3.578947,,0.736842,21.684211,0.789474,8.578947,2.473684,0.736842,,32.473684,11,3.421053,16935.1579,33.421053,353.578947,39.052632,118.894737,571.631579,,4.210526,
      New Zealand,30.684211,,,,,,,,,,,,,,,,,,,,,,,,,,7.894737,,,,,,,,,0.631579,,0.789474,,,,,,,,,,0.526316,,,0.473684,,,,23.052632,851.526316,,,,94.789474,,,8.315789,0.789474,,5.789474,,,,,,,,,0.789474,,,,,,,,,,,,,,,,,,,3.157895,,,,3.631579,80.315789,,,,,,0.315789,,,,0.315789,,,10.894737,,,,,,7,,3.052632,,,11.052632,242.263158,26.368421,6.315789,64.631579,0.315789,78.789474,0.368421,,0.421053,146.684211,180.894737,33.421053,33.894737,69.263158,,,1.578947,,7.894737,6.368421,30.421053,60.263158,,43.842105,15.052632,208.947368,14.894737,26.736842,417.368421,,4.736842,25.105263,1.263158,3.157895,13.157895,14.526316,,,,,,,0.263158,,,10.894737,,,0.368421,,2053.736842,68.315789,11.684211,332.578947,59.789474,445.842105,45.684211,,8.473684,
      Solomon Islds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,4.631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.157895,,,1.315789,,,,,,,1.789474,,,,,,,,,,,,,,,,,,1,,10.315789,,,,,,,,,,,,,,,,,,,,15.263158,11,11.105263,,34.263158,9.473684,4.473684,0.263158,,
      Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578947,,,,,,,,,,1.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.894737,,,,,,,,,,,,,,,,,,,,0.842105,,,,,,,,,0.631579,,,,,,
      New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368421,,,,,,,,,,,,,,,1.842105,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263158,,,,,,,,,,,,,,,,0.736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947368,,,,,,,,,,,,,,,27.421053,,,,,,,0.421053,0.631579,,,,,,2.105263,,,,,,,,,,,,,,,,0.263158,0.736842,4.736842,0.684211,0.368421,5.684211,,,,
      Papua N Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842105,,,,,,,,,,,,,,,,,,,,,,,,,0.421053,,,,,,,,,,1.578947,,,,,,,,,,,,,,,,,0.894737,,,,,,,,,,,,,,,,,,,,,,,8.684211,,0.894737,,,,,,,
      Oth Oceania nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Areas nes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Unknown partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
